hue,saturation,value,skin_tone
32.771,62.0926,198.2017,fair
15.9195,105.6365,188.2402,fair
13.28,94.6774,140.177,fair
28.5895,102.4351,158.0672,fair
50.1218,76.5589,166.2908,fair
26.7473,72.5941,132.7258,fair
16.2076,71.8392,173.6918,fair
29.9131,64.5279,222.6579,fair
34.1175,40.8791,194.6155,fair
21.6799,70.6393,173.373,fair
12.4083,82.9503,181.3133,fair
21.4889,89.4982,170.3999,fair
10.8585,101.8073,172.4063,fair
52.423,63.9724,178.6429,fair
21.2214,108.2008,113.2055,fair
14.1145,102.8587,170.1968,fair
35.0061,62.5168,197.5969,fair
48.6182,57.0239,174.329,fair
10.7116,114.4606,158.2771,fair
33.0464,84.4158,153.7396,fair
20.4049,80.2996,132.616,fair
13.7571,115.9306,115.2974,fair
33.7277,105.9267,202.2066,fair
11.6914,101.0435,191.568,fair
39.201,78.3534,154.2252,fair
29.0992,56.6138,154.8048,fair
38.9922,62.1608,180.0616,fair
20.0338,68.8918,176.2688,fair
19.0389,84.7934,141.1899,fair
13.2974,100.4116,193.4064,fair
24.0068,88.3973,202.369,fair
15.5126,136.0118,160.6326,fair
20.1348,61.8092,225.4564,fair
11.1071,150.6679,231.7498,fair
37.4015,51.3511,229.0104,fair
16.4833,72.5744,170.6734,fair
15.6317,63.1031,179.3832,fair
16.1829,72.1176,211.1626,fair
18.2266,92.2002,207.1389,fair
11.0292,47.2233,224.9136,fair
22.2788,73.6006,222.1472,fair
17.535,68.542,207.4907,fair
30.4054,94.8645,155.2004,fair
15.1953,96.5801,173.1717,fair
10.6187,79.277,187.0655,fair
19.6373,53.6727,218.2941,fair
30.7236,86.6932,211.3387,fair
61.78,92.266,176.3722,fair
13.1781,61.1574,217.3958,fair
19.3791,64.7818,218.1098,fair
14.4944,50.2402,211.9652,fair
23.1285,50.4846,216.7523,fair
24.3918,100.2453,215.7901,fair
43.8658,51.9373,161.0252,fair
14.5553,54.3968,207.036,fair
18.839,49.5246,198.4975,fair
31.0826,59.3186,192.318,fair
13.4318,72.255,166.4259,fair
10.738,84.815,196.1479,fair
27.5779,85.8438,158.9655,fair
19.6168,68.937,211.3044,fair
33.966,99.8355,148.2496,fair
23.2974,68.1189,187.8156,fair
14.7796,88.5049,176.3031,fair
10.0256,120.1692,169.4744,fair
19.8918,92.1139,150.5273,fair
17.3447,79.2437,189.6613,fair
40.6684,70.9755,152.2781,fair
10.504,82.8356,193.1247,fair
14.4077,104.6042,181.9425,fair
111.1952,51.7525,185.487,fair
15.7683,132.9896,153.5371,fair
8.6485,103.667,175.2902,fair
20.4562,88.3854,172.2918,fair
10.015,104.1378,152.0539,fair
13.8934,87.709,157.97,fair
21.4792,94.2268,170.7747,fair
15.8062,82.2017,137.5971,fair
14.2734,87.0273,160.7158,fair
39.8204,66.5043,161.4525,fair
46.4588,82.5314,156.9438,fair
21.4693,80.1564,187.8865,fair
14.7247,70.434,200.4661,fair
10.7713,99.9695,151.5797,fair
19.5783,93.0696,172.456,fair
26.5376,63.0327,180.6816,fair
18.7088,73.233,172.9637,fair
14.8612,104.6292,130.0955,fair
14.7003,88.0791,189.9819,fair
15.969,101.9514,139.3825,fair
55.2208,53.8317,191.9734,fair
16.705,78.9874,181.6491,fair
11.8143,101.3396,156.8767,fair
25.4943,89.4117,166.0416,fair
13.0949,90.3199,194.4125,fair
18.7223,92.201,175.3093,fair
10.142,93.6286,175.4831,fair
14.183,99.4993,144.4746,fair
86.5669,46.251,192.5994,fair
41.0929,68.3902,210.6944,fair
12.7623,109.4851,165.0114,fair
19.0821,97.5707,170.1686,fair
36.4928,82.779,136.0856,fair
16.2833,97.5319,164.7532,fair
19.1352,80.7874,191.6143,fair
36.9514,68.1467,162.505,fair
11.9476,85.9047,199.7401,fair
12.2524,102.4755,162.0916,fair
21.7621,83.3064,198.6609,fair
80.0312,62.3422,206.3857,fair
25.3437,70.3792,179.7254,fair
27.0246,83.4986,174.8536,fair
17.1888,83.5877,203.2042,fair
22.0604,75.5446,156.6732,fair
9.7254,99.4826,147.4464,fair
24.6478,115.7565,163.4388,fair
11.9451,116.2199,172.8202,fair
23.2241,69.5955,136.564,fair
17.2979,91.0109,169.3499,fair
11.181,101.0846,177.2364,fair
11.4006,94.6167,190.915,fair
31.9235,98.5049,152.264,fair
22.3207,78.0561,178.2113,fair
69.1639,55.3631,159.6239,fair
21.941,71.438,147.5841,fair
11.7212,103.6282,184.1313,fair
15.409,105.6821,131.6487,fair
10.645,122.0799,150.7213,fair
12.2904,92.8723,182.4746,fair
13.3419,102.3686,185.7844,fair
14.4956,124.6436,171.8042,fair
26.1637,95.6602,118.6253,fair
28.8349,107.6267,150.4287,fair
22.9682,99.8032,172.2308,fair
21.3489,70.8284,203.2134,fair
9.7207,99.4491,195.8542,fair
47.6269,93.5712,129.0827,fair
14.7202,138.4029,167.5784,fair
11.3811,116.3774,129.3115,fair
9.7043,139.6766,115.897,fair
17.4498,92.9309,123.8925,fair
11.6726,112.0526,173.6869,fair
11.2219,116.3069,175.9233,fair
13.0804,129.1065,125.5643,fair
22.8721,72.8065,152.4808,fair
88.234,83.8649,142.4936,fair
16.7222,74.3788,149.7255,fair
12.4883,164.2224,146.8142,fair
20.7571,74.5397,215.9733,fair
18.8394,73.1465,193.2968,fair
151.7804,49.0919,214.2943,fair
13.408,97.657,167.1742,fair
50.5621,57.9131,166.5896,fair
136.5562,48.2237,207.1361,fair
11.9108,106.7773,192.8766,fair
18.2493,101.7651,191.2307,fair
24.3778,73.5383,173.7695,fair
53.8452,62.3989,207.8489,fair
17.5107,61.9624,215.7794,fair
31.8725,71.2833,160.2952,fair
11.5246,103.2786,130.7894,fair
17.0507,94.5567,179.5346,fair
14.3818,74.62,147.6036,fair
17.5593,72.9559,141.1726,fair
21.1864,95.844,187.1025,fair
44.8954,114.5516,143.9706,fair
14.2582,72.8567,126.465,fair
34.9353,75.7171,200.481,fair
108.8888,93.9281,112.2691,fair
20.7133,105.1823,151.6902,fair
19.8474,93.5293,156.842,fair
15.3814,92.191,145.5248,fair
15.6904,116.875,173.808,fair
18.7106,95.5203,139.8282,fair
16.5051,116.8897,161.2433,fair
28.0725,108.1234,144.1008,fair
13.2106,100.7589,149.8162,fair
68.9504,41.3037,194.1815,fair
13.4167,104.8271,150.2446,fair
10.4215,124.9666,157.6566,fair
28.9577,77.2238,183.4503,fair
23.0688,74.6228,178.7073,fair
17.7202,69.0722,164.4188,fair
12.2712,83.6257,159.3054,fair
13.4323,98.7462,174.3873,fair
29.36,67.8007,183.0325,fair
101.9987,73.0641,169.4868,fair
14.5702,67.9835,171.3045,fair
12.9273,112.1042,155.3297,fair
15.9868,88.2735,173.9559,fair
22.2693,85.811,179.532,fair
13.0579,84.5593,171.9674,fair
10.7467,97.6354,184.6922,fair
8.4255,108.5855,173.7942,fair
13.5497,74.2085,208.5161,fair
35.7534,82.7872,212.7968,fair
23.9145,54.9234,186.0863,fair
16.9298,75.4336,212.0863,fair
14.4194,57.2406,190.2324,fair
14.1698,56.8415,180.9941,fair
37.6427,63.067,192.9325,fair
22.7393,82.3749,188.4898,fair
19.5224,61.2957,229.0616,fair
17.1907,92.3543,187.7667,fair
59.0729,60.5013,145.954,fair
31.0431,75.4742,193.5338,fair
39.5621,53.9104,210.1501,fair
20.9481,84.1191,196.4995,fair
12.8265,94.4479,192.0476,fair
11.7262,94.9089,206.4447,fair
35.267,82.7702,173.4987,fair
13.9402,65.9508,184.8191,fair
47.6163,88.2233,100.4968,fair
12.8937,91.9576,228.1182,fair
11.5818,78.5949,220.0919,fair
61.6098,96.5758,182.2579,fair
20.5219,109.954,187.0114,fair
26.8507,71.1,214.2946,fair
11.3046,130.3481,171.928,fair
23.519,80.6598,160.5891,fair
16.6845,88.9922,192.0642,fair
11.2073,94.3918,170.2279,fair
26.3302,104.8164,162.471,fair
27.3672,81.1465,127.0318,fair
32.009,95.5199,165.6026,fair
19.5999,67.6764,212.3253,fair
28.0593,65.878,135.3847,fair
20.1951,113.9661,145.584,fair
12.5647,85.4034,198.8535,fair
21.7957,82.3635,136.9704,fair
16.6464,123.0199,162.2604,fair
15.475,106.0487,196.6014,fair
13.8757,109.5639,175.5627,fair
21.1781,98.1327,140.9573,medium
11.3844,86.6768,234.4698,medium
19.69,117.6285,217.9162,medium
14.4696,130.5028,175.2095,medium
40.2101,55.4544,144.7225,medium
16.0331,86.9359,204.8421,medium
24.3846,124.4067,132.5622,medium
16.2368,125.2664,180.6898,medium
11.0644,71.4119,199.8575,medium
35.314,67.6755,167.1969,medium
30.5387,154.0753,153.3395,medium
23.5891,94.9818,199.629,medium
27.0502,119.178,180.2776,medium
20.3685,117.711,211.6705,medium
22.7674,90.1438,197.1059,medium
23.0726,121.5883,185.7946,medium
17.2551,136.0441,139.4563,medium
41.1565,42.0374,161.6692,medium
29.5297,101.3954,169.4475,medium
11.6554,121.8979,143.1023,medium
31.7781,108.1234,161.9284,medium
20.5048,97.1756,149.7473,medium
22.9943,115.5637,183.2442,medium
15.2179,114.6058,155.1039,medium
10.6845,147.2836,132.4055,medium
20.1775,106.1598,171.2955,medium
22.1988,103.752,155.565,medium
9.551,118.0833,124.1057,medium
13.3235,102.1524,178.0328,medium
17.4971,124.3152,165.4439,medium
17.0555,131.0266,135.8185,medium
15.7653,140.8982,172.2411,medium
12.3365,116.3659,122.4569,medium
50.8591,155.2989,165.2383,medium
21.4996,147.134,147.2843,medium
17.1044,112.6814,179.3493,medium
26.2688,91.8162,156.4582,medium
17.6192,159.8236,141.3173,medium
14.0934,114.6779,144.5638,medium
20.2209,114.7673,92.5022,medium
27.0667,110.5239,175.9977,medium
20.6179,105.8046,103.7401,medium
36.063,93.3771,169.8599,medium
11.1427,152.0152,152.0556,medium
53.7094,81.1082,153.3835,medium
30.8362,124.7876,128.799,medium
22.5275,91.8302,142.4005,medium
22.2921,88.486,190.7846,medium
11.1206,70.5499,168.1545,medium
29.4994,93.7327,178.9745,medium
34.4068,122.0087,152.062,medium
20.7029,90.6558,168.8288,medium
22.8042,106.3508,142.611,medium
24.1791,93.7443,174.804,medium
31.2357,81.6474,154.6384,medium
47.4158,105.9447,188.4305,medium
25.965,86.6318,193.3713,medium
18.5754,126.8991,188.6001,medium
16.9019,90.457,171.6933,medium
21.8929,109.4555,145.1733,medium
29.1077,123.345,141.9507,medium
16.3987,95.1982,163.8401,medium
15.2179,117.1497,115.0541,medium
45.5928,77.7783,130.9462,medium
12.2865,133.2596,145.8832,medium
51.5979,110.7037,106.7318,medium
39.3583,111.8858,127.8196,medium
11.4549,165.1163,186.8695,medium
15.1353,150.2791,126.62,medium
27.947,101.38,158.5711,medium
13.8626,106.5342,172.902,medium
26.4206,94.6921,158.432,medium
46.3163,128.87,130.5115,medium
11.2451,154.2416,204.1622,medium
11.6241,93.8909,150.6663,medium
21.4845,158.2672,152.77,medium
23.865,105.3965,85.1256,medium
23.0898,85.9883,127.3381,medium
9.9181,116.9655,124.6712,medium
23.5194,113.9295,182.754,medium
22.521,66.2133,176.6996,medium
26.5943,147.441,147.3582,medium
57.5364,86.5148,138.7325,medium
13.4118,114.2499,161.6065,medium
14.3703,113.996,182.9367,medium
13.6237,106.6919,132.8809,medium
11.9681,124.9427,184.3016,medium
24.0293,75.3309,156.2078,medium
10.4555,99.5784,137.6765,medium
66.2164,91.0229,128.81,medium
17.9226,166.9542,107.9232,medium
99.3159,68.5246,205.9799,medium
15.1606,147.3483,175.3019,medium
20.2344,86.0595,148.4829,medium
14.3349,154.9713,98.3272,medium
20.4181,105.7755,162.0011,medium
23.847,93.2149,88.871,medium
28.4584,91.3945,111.4317,medium
19.136,152.0831,102.3826,medium
22.8395,91.62,116.7014,medium
72.176,63.544,82.9589,medium
61.8546,101.3216,170.1473,medium
21.7766,127.8039,170.0149,medium
11.0083,135.7839,159.1251,medium
24.3072,117.0348,106.2512,medium
31.5316,75.8432,116.1508,medium
11.4714,89.7019,171.1828,medium
29.0441,100.5456,196.7312,medium
48.9079,77.741,82.1374,medium
20.7287,135.7559,159.5832,medium
20.1689,116.2742,167.7672,medium
15.0409,152.5949,137.3458,medium
43.8115,82.7931,125.568,medium
70.0773,87.961,156.3687,medium
55.1108,78.9655,138.7953,medium
20.8594,81.1949,98.4975,medium
23.0392,113.7313,130.7448,medium
37.2734,96.8244,168.3709,medium
23.7996,105.6776,192.379,medium
14.5151,126.851,127.2724,medium
35.6604,94.7591,193.7081,medium
18.0682,149.7685,172.6994,medium
43.376,97.3463,168.2843,medium
12.3177,143.0637,179.4095,medium
17.9728,106.4279,110.8432,medium
14.0683,145.8907,117.2249,medium
37.7866,79.7853,181.7915,medium
29.157,108.8499,149.436,medium
47.577,98.1261,192.5685,medium
47.9017,76.5934,167.7758,medium
106.934,57.1572,197.0011,medium
17.1713,101.9991,151.9276,medium
10.5134,96.0654,147.6387,medium
32.1747,98.0792,207.1057,medium
17.3606,114.5293,168.9039,medium
25.8482,128.003,180.0332,medium
16.2492,118.1024,157.6298,medium
16.7436,160.7999,92.717,medium
48.8239,97.5234,128.2308,medium
18.502,72.2495,135.0399,medium
19.7603,107.8997,130.9157,medium
27.7879,155.9431,143.306,medium
63.0196,91.566,128.9229,medium
17.8184,118.0207,167.3983,medium
46.7768,98.0815,207.0836,medium
12.719,95.3958,125.4586,medium
16.5926,90.4102,144.7288,medium
23.6618,107.3471,106.9902,medium
23.5197,115.2549,156.2559,medium
18.4734,88.8799,100.6508,medium
16.1612,80.8912,180.3867,medium
12.3988,110.6231,163.8183,medium
11.5218,146.0325,161.0913,medium
31.6408,115.102,148.4249,medium
13.8846,144.6485,196.9446,medium
19.6349,73.73,213.7237,medium
11.9496,161.8781,152.1561,medium
17.0961,100.8965,154.3325,medium
14.5151,109.8395,183.5864,medium
13.4272,130.3874,161.1991,medium
14.904,91.5812,174.6483,medium
20.158,90.9201,168.6046,medium
23.8586,116.2926,179.6895,medium
13.8055,105.9401,164.0691,medium
15.1851,150.4564,161.5581,medium
12.7837,108.66,158.9913,medium
35.2026,90.4468,163.1311,medium
22.0324,126.4488,117.6538,medium
15.4459,95.6303,205.802,medium
17.6035,114.8133,201.8522,medium
16.403,84.0298,207.6667,medium
15.2358,126.7429,198.9607,medium
13.2057,138.6639,178.8938,medium
12.615,123.8727,165.3134,medium
25.5437,103.0067,186.2806,medium
10.144,106.6237,183.2933,medium
14.7571,145.2031,134.4273,medium
16.1787,72.8647,140.5741,medium
61.0258,96.3783,174.123,medium
13.678,100.8206,163.8249,medium
75.0212,90.817,141.0631,medium
12.5282,121.6407,153.4261,medium
100.4044,65.9552,156.0044,medium
16.1094,165.303,143.535,medium
10.0311,128.5112,173.8,medium
17.6144,114.8408,111.1198,medium
15.2776,90.862,179.2768,medium
40.9214,87.4452,173.2624,medium
11.3028,97.2794,213.7797,medium
17.6531,98.8834,196.6151,medium
13.2464,137.553,195.4998,medium
10.5646,99.4618,145.0921,medium
80.7838,106.5677,170.9838,medium
14.9733,104.5238,194.0026,medium
30.3859,88.0357,160.8017,medium
20.8615,109.2463,174.8037,medium
42.7548,130.8098,170.928,medium
15.3413,117.5785,199.5453,medium
11.5111,99.0664,134.7897,medium
17.3458,157.9823,195.8469,medium
22.4192,158.3151,138.0585,medium
13.2909,93.0735,173.5132,medium
21.4868,147.9886,163.3824,medium
45.6985,66.5304,141.2748,medium
12.6369,125.7923,163.1584,medium
13.5569,128.417,183.5411,medium
39.0267,139.5926,194.5958,medium
70.5589,83.2837,150.8908,medium
99.5398,91.9135,136.4915,medium
15.7314,117.0966,210.544,medium
20.1835,83.9294,169.1955,medium
19.0016,114.4231,143.0303,medium
13.2287,87.3154,196.3803,medium
14.6964,141.0224,146.5859,medium
15.1487,95.8534,132.3279,medium
33.7206,60.8403,192.1248,medium
17.792,101.2436,147.8705,medium
13.699,125.4197,210.9712,medium
31.7669,80.7245,179.2414,medium
24.141,94.2259,167.8768,medium
18.8125,110.0591,164.5078,medium
64.4629,55.7771,165.1449,medium
9.8552,113.3209,176.5776,medium
17.6373,93.7853,183.1683,medium
21.3814,90.8259,185.8659,medium
15.0633,92.735,174.5226,medium
13.2469,114.9057,198.3528,medium
21.0062,90.8491,169.8601,medium
11.0947,100.4201,167.8516,medium
10.8491,109.6152,131.8829,medium
18.339,114.0354,141.8119,medium
19.54,93.7574,174.0646,medium
14.7939,129.4583,151.529,medium
13.225,138.2381,174.8871,medium
12.2708,122.4933,192.5367,medium
14.9532,136.7972,181.853,medium
24.2217,124.3022,173.6933,medium
19.1057,119.3358,151.6725,medium
28.6958,133.9371,146.4844,medium
36.2258,128.9501,150.2431,medium
16.9751,113.6263,148.335,medium
13.5947,95.1825,209.5887,medium
30.6698,128.4571,153.2877,medium
14.7822,106.9494,172.1221,medium
13.2679,146.9959,166.5645,medium
26.6442,66.8945,111.905,medium
13.3188,128.3768,180.2843,medium
26.3576,99.0488,202.2159,medium
15.1233,115.1962,157.1011,medium
26.5189,111.7847,120.7887,medium
29.2785,106.7514,170.9747,medium
26.6168,81.6388,174.8765,medium
34.4913,75.2188,130.3767,medium
19.5775,90.6033,156.7512,medium
9.6682,104.8441,193.3017,medium
29.569,106.0967,115.0194,medium
14.8839,122.7459,186.8778,medium
15.7369,115.5461,168.0466,medium
12.8477,134.3326,171.3553,medium
27.3078,117.7218,165.3565,medium
40.6471,86.2844,181.7026,medium
16.0166,150.0718,169.2846,medium
15.4432,103.2478,207.1008,medium
13.4425,133.7006,160.3402,medium
30.1498,110.0908,159.985,medium
18.4443,107.8676,115.4619,medium
35.2002,75.0759,169.5959,medium
11.4058,140.7534,168.9527,medium
14.5186,70.4115,214.8333,medium
15.2104,50.0597,226.1842,medium
15.3448,59.4755,207.4857,medium
19.9454,62.3192,215.3529,medium
18.6247,81.3619,195.8816,medium
10.1961,99.8196,211.826,medium
19.1613,99.7908,196.394,medium
18.4759,99.1205,162.7618,medium
14.1455,128.7144,181.0298,medium
30.1689,83.0202,175.3191,medium
26.5237,101.1798,194.9468,medium
18.0709,84.3107,173.5524,medium
38.7429,104.7758,183.5548,medium
17.1589,85.3713,207.2349,medium
30.4383,81.5477,210.8347,medium
28.8587,113.9835,167.6568,medium
28.3555,128.8199,203.0072,medium
12.2431,106.7755,185.1985,medium
13.0398,121.6168,173.4957,medium
15.4492,102.7502,191.9392,medium
23.1354,76.8166,152.7236,medium
24.773,88.4176,200.801,medium
18.0668,118.1992,140.8438,medium
14.6542,97.8905,166.5314,medium
18.783,119.527,187.8241,medium
31.0977,125.0145,161.7443,medium
22.6253,108.6901,158.8995,medium
44.8727,95.2607,183.5198,medium
36.9127,131.1904,98.0901,medium
14.8401,94.6485,210.5686,medium
30.7479,81.0922,150.9913,medium
20.3121,89.7547,125.2243,medium
21.657,74.9224,191.8716,medium
46.2349,81.5527,189.277,medium
29.592,75.5086,108.2651,medium
29.104,74.4924,164.4191,medium
31.1557,105.4354,100.2309,medium
17.8648,102.6827,116.1719,medium
16.1197,106.6163,180.457,medium
17.1517,135.4207,179.9569,medium
14.3619,107.2613,177.307,medium
15.8942,89.318,128.7996,medium
29.2569,91.0471,167.0237,medium
21.5649,83.3504,152.1863,medium
18.8745,117.8734,155.5074,medium
19.4359,131.7723,137.8432,medium
15.4313,135.2365,166.0289,medium
16.5068,164.1058,176.8967,medium
16.4257,52.1298,129.3094,medium
33.503,110.7017,117.6102,medium
63.2586,116.3149,150.7205,medium
24.2474,49.8505,213.3774,medium
22.4268,118.8496,128.7584,medium
17.4092,83.49,112.1802,medium
69.3194,65.7688,192.0878,medium
14.6446,136.8975,146.6827,medium
18.8179,113.0063,188.4981,medium
33.4837,89.0458,152.2693,medium
23.8658,130.7974,185.9937,medium
18.8367,118.6565,130.3775,medium
16.3692,90.7725,178.0438,medium
11.3683,110.5326,131.3654,medium
13.3588,144.7097,126.205,medium
11.6272,104.0025,190.9252,medium
27.6726,85.085,163.1418,medium
14.6629,123.8313,153.28,medium
20.1115,105.4972,153.9124,medium
13.2003,112.1655,139.373,medium
15.5566,97.3034,163.9403,medium
17.3537,106.8275,147.6416,medium
14.1016,98.7939,151.0115,medium
32.8649,105.9274,142.3295,medium
20.2537,116.1735,156.0089,medium
33.3447,113.833,123.6756,medium
27.9417,114.16,192.2209,medium
12.7758,103.1052,157.2631,medium
16.0295,156.867,127.0593,medium
19.0273,73.3443,133.9526,medium
48.701,96.9453,195.9215,medium
20.263,155.4441,137.2586,medium
16.5553,125.7063,152.9215,medium
14.2709,109.1398,167.2724,medium
15.2427,87.4779,165.4173,medium
13.6078,148.4611,171.9734,medium
22.6214,56.12,163.9111,medium
18.0853,80.8792,173.9266,medium
16.973,101.5971,201.5903,medium
16.5178,156.8117,196.3335,medium
24.5829,103.3847,192.2883,medium
9.2435,184.0223,142.0426,medium
19.5793,146.3314,124.8398,medium
12.8607,137.4174,136.7806,medium
14.5126,85.2294,168.2254,medium
14.701,90.9593,169.5877,medium
25.5673,122.5215,123.0713,medium
12.4372,95.4902,123.1263,medium
15.9773,107.7489,200.1321,medium
10.654,118.0782,147.754,medium
13.6735,105.0173,158.0001,medium
23.1365,116.7257,137.8188,medium
24.0757,83.3699,138.5296,medium
24.4294,126.6248,145.9355,medium
11.2014,128.4361,152.6303,medium
17.2332,85.3816,194.6418,medium
11.8083,101.3246,130.3591,medium
9.7889,141.5592,160.7947,medium
15.4425,120.5609,141.1739,medium
19.8991,116.1341,172.7237,medium
16.1447,148.9455,125.4666,medium
7.6082,167.2774,146.5957,medium
23.89,105.5146,170.4816,medium
16.23,106.366,192.7344,medium
17.4126,116.2057,156.5294,medium
17.2717,123.3395,149.2241,medium
13.2871,91.9562,191.1671,medium
48.9925,97.2938,128.7129,medium
19.3723,115.9687,157.604,medium
19.0711,129.978,148.8686,medium
23.4756,126.8044,147.1491,medium
20.0046,108.4648,134.7857,medium
26.2618,126.5662,142.0354,medium
23.1402,150.5218,168.3479,medium
19.1295,100.5618,138.097,medium
16.6026,101.9125,126.83,medium
22.9077,101.8562,151.9251,medium
14.382,149.4323,149.0257,medium
19.1006,145.7724,141.1679,medium
11.7471,158.621,184.2116,medium
24.436,158.129,165.1509,medium
23.4287,140.2097,191.6051,medium
19.7763,173.3908,156.3158,medium
17.0099,156.2518,149.5902,medium
16.3643,123.5508,163.704,medium
12.1128,160.1432,154.4708,medium
25.8599,168.5148,132.175,medium
12.8019,106.319,168.401,medium
18.8321,121.474,126.8131,medium
48.4964,68.6255,194.5869,medium
34.5031,123.8113,174.6038,medium
13.6067,118.2293,165.6543,medium
16.8924,140.1647,129.5192,medium
16.9781,100.3677,129.9038,medium
14.4931,120.3271,159.729,medium
26.8241,70.4452,179.5064,medium
16.8413,88.4206,205.2668,medium
25.1164,81.7136,135.5551,medium
11.6977,88.3072,148.7316,medium
20.9491,76.3621,137.6231,medium
15.4694,106.3558,171.4135,medium
17.8025,108.8539,189.7044,medium
14.2612,129.444,142.8083,medium
45.8294,128.985,163.771,medium
30.3884,95.8071,153.2342,medium
29.0311,107.7359,152.4728,medium
18.2855,112.296,166.2602,medium
37.4283,115.733,170.8424,medium
32.1041,101.0376,163.6803,medium
18.2359,177.342,109.2282,medium
21.2407,150.1427,142.9917,medium
30.9918,119.8194,157.8861,medium
23.2169,166.3859,164.903,medium
15.9638,131.2329,140.7625,medium
12.6949,116.958,151.4968,medium
31.7806,87.9489,159.4959,medium
76.5615,80.6925,136.8569,medium
24.4829,90.4262,175.5064,medium
19.701,140.5475,169.2388,medium
21.5152,101.3313,143.6918,medium
20.1822,125.7654,153.8888,medium
20.8414,94.9793,127.0647,medium
16.6937,109.5856,188.9338,medium
19.7201,109.189,174.0516,medium
21.3076,100.315,169.7874,medium
11.7339,116.2081,167.9757,medium
13.8782,157.6263,156.3921,medium
20.6814,103.0268,130.7903,medium
10.5061,104.6794,159.6611,medium
35.2947,79.2035,165.3457,medium
37.9686,82.3369,164.2667,medium
20.7492,87.7109,180.3019,medium
18.7009,107.0095,108.7766,medium
30.1527,94.7943,121.261,medium
19.9437,136.4569,136.0225,medium
27.7845,105.7805,166.1905,medium
40.5109,86.4734,160.6735,medium
15.9374,100.0483,182.2983,medium
23.0316,83.4184,162.9927,medium
17.1311,139.5481,147.5073,medium
34.273,153.6558,183.9441,medium
31.6538,116.8276,118.6082,medium
22.7458,131.7122,175.6202,medium
14.0583,107.4569,126.1133,medium
22.2254,110.8832,162.5919,medium
39.759,54.4424,155.6156,medium
23.272,88.8983,152.7994,medium
14.9071,126.0998,161.5651,medium
19.7844,95.0752,119.6955,medium
23.4618,106.6099,151.8067,medium
13.8968,145.8351,131.6248,medium
15.3882,128.3367,145.6539,medium
15.0099,122.4535,123.7637,medium
20.2782,130.2718,131.8659,medium
18.1066,120.6736,164.1521,medium
26.7111,121.537,112.5633,medium
32.9297,107.8579,176.2038,medium
13.7524,141.4695,144.191,medium
13.0399,157.3014,102.3861,medium
19.1222,191.9052,143.067,medium
9.271,152.7636,130.5725,medium
18.8281,131.6333,70.4552,medium
22.923,129.4955,98.3048,medium
18.287,113.3376,157.1685,medium
11.648,120.1312,144.1171,medium
18.2496,111.6583,127.7087,medium
23.2966,135.7985,178.8848,medium
20.026,100.2215,146.2053,medium
40.9081,109.3506,160.1517,medium
36.0766,105.341,128.1532,medium
15.0692,90.3263,151.0373,medium
47.5606,92.709,107.9873,medium
12.7633,96.6377,150.5017,medium
13.5363,139.8662,94.4649,medium
30.5978,77.0089,108.7328,medium
16.7323,141.3081,152.2265,medium
50.5028,85.1369,144.5326,medium
15.1244,115.0812,147.8285,medium
14.8841,87.1001,158.8166,medium
21.6031,106.4567,102.1075,medium
38.0579,107.2292,143.6361,medium
25.3269,49.746,94.5588,medium
29.2723,101.1077,177.4986,medium
34.1563,109.0653,127.6344,medium
